ProteinA	UniProtID_A	GeneName_A	ProteinB	UniProtID_B	GeneName_B	MethodType	Method	Publication	Source
PO5F1_HUMAN	Q01860	POU5F1	SRP14_HUMAN	P37108	SRP14	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520304)
PO5F1_HUMAN	Q01860	POU5F1	SRP09_HUMAN	P49458	SRP9	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520305)
PO5F1_HUMAN	Q01860	POU5F1	STAU1_HUMAN	O95793	STAU1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520306)
PO5F1_HUMAN	Q01860	POU5F1	SUGP1_HUMAN	Q8IWZ8	SUGP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520307)
PO5F1_HUMAN	Q01860	POU5F1	SUZ12_HUMAN	Q15022	SUZ12	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520308)
PO5F1_HUMAN	Q01860	POU5F1	SYF2_HUMAN	O95926	SYF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520309)
PO5F1_HUMAN	Q01860	POU5F1	ELOC_HUMAN	Q15369	ELOC	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520310)
PO5F1_HUMAN	Q01860	POU5F1	TCRG1_HUMAN	O14776	TCERG1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520311)
PO5F1_HUMAN	Q01860	POU5F1	TCF20_HUMAN	Q9UGU0	TCF20	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520312)
PO5F1_HUMAN	Q01860	POU5F1	ITF2_HUMAN	P15884	TCF4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520313)
PO5F1_HUMAN	Q01860	POU5F1	TF7L1_HUMAN	Q9HCS4	TF7L1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520314)
PO5F1_HUMAN	Q01860	POU5F1	TCPA_HUMAN	P17987	TCP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520315)
PO5F1_HUMAN	Q01860	POU5F1	TFB2M_HUMAN	Q9H5Q4	TFB2M	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520316)
PO5F1_HUMAN	Q01860	POU5F1	TIA1_HUMAN	P31483	TIA1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520317)
PO5F1_HUMAN	Q01860	POU5F1	TIAR_HUMAN	Q01085	TIAL1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520318)
PO5F1_HUMAN	Q01860	POU5F1	TOP1_HUMAN	P11387	TOP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520319)
PO5F1_HUMAN	Q01860	POU5F1	TOR3A_HUMAN	Q9H497	TOR3A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520320)
PO5F1_HUMAN	Q01860	POU5F1	TP53B_HUMAN	Q12888	TP53BP1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520321)
PO5F1_HUMAN	Q01860	POU5F1	TPP2_HUMAN	P29144	TPP2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520322)
PO5F1_HUMAN	Q01860	POU5F1	TPR_HUMAN	P12270	TPR	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520323)
PO5F1_HUMAN	Q01860	POU5F1	TRAF7_HUMAN	Q6Q0C0	TRAF7	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520324)
PO5F1_HUMAN	Q01860	POU5F1	TPPC5_HUMAN	Q8IUR0	TRAPPC5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520325)
PO5F1_HUMAN	Q01860	POU5F1	PCH2_HUMAN	Q15645	TRIP13	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520326)
PO5F1_HUMAN	Q01860	POU5F1	TRM6_HUMAN	Q9UJA5	TRMT6	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520327)
PO5F1_HUMAN	Q01860	POU5F1	TRPM1_HUMAN	Q7Z4N2	TRPM1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520328)
PO5F1_HUMAN	Q01860	POU5F1	TSC2_HUMAN	P49815	TSC2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520329)
PO5F1_HUMAN	Q01860	POU5F1	TTI1_HUMAN	O43156	TTI1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520330)
PO5F1_HUMAN	Q01860	POU5F1	TBA1A_HUMAN	Q71U36	TUBA1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520331)
PO5F1_HUMAN	Q01860	POU5F1	TBA1C_HUMAN	Q9BQE3	TUBA1C	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520332)
PO5F1_HUMAN	Q01860	POU5F1	TBB5_HUMAN	P07437	TUBB5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520333)
PO5F1_HUMAN	Q01860	POU5F1	TBB2B_HUMAN	Q9BVA1	TUBB2B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520334)
PO5F1_HUMAN	Q01860	POU5F1	TBB3_HUMAN	Q13509	TUBB3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520335)
PO5F1_HUMAN	Q01860	POU5F1	TBB4A_HUMAN	P04350	TUBB4A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520336)
PO5F1_HUMAN	Q01860	POU5F1	TBB4B_HUMAN	P68371	TUBB4B	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520337)
PO5F1_HUMAN	Q01860	POU5F1	TBB8_HUMAN	Q3ZCM7	TUBB8	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520338)
PO5F1_HUMAN	Q01860	POU5F1	TBG1_HUMAN	P23258	TUBG1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520339)
PO5F1_HUMAN	Q01860	POU5F1	GCP3_HUMAN	Q96CW5	TUBGCP3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520340)
PO5F1_HUMAN	Q01860	POU5F1	GCP4_HUMAN	Q9UGJ1	TUBGCP4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520341)
PO5F1_HUMAN	Q01860	POU5F1	THIO_HUMAN	P10599	TXN	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520342)
PO5F1_HUMAN	Q01860	POU5F1	UBR4_HUMAN	Q5T4S7	UBR4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520343)
PO5F1_HUMAN	Q01860	POU5F1	UBR5_HUMAN	O95071	UBR5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520344)
PO5F1_HUMAN	Q01860	POU5F1	RENT1_HUMAN	Q92900	UPF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520345)
PO5F1_HUMAN	Q01860	POU5F1	UBP15_HUMAN	Q9Y4E8	USP15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520346)
PO5F1_HUMAN	Q01860	POU5F1	UBP34_HUMAN	Q70CQ2	USP34	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520347)
PO5F1_HUMAN	Q01860	POU5F1	UBP42_HUMAN	Q9H9J4	USP42	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520348)
PO5F1_HUMAN	Q01860	POU5F1	UBP7_HUMAN	Q93009	USP7	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520349)
PO5F1_HUMAN	Q01860	POU5F1	USP9X_HUMAN	Q93008	USP9X	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520350)
PO5F1_HUMAN	Q01860	POU5F1	DCAF1_HUMAN	Q9Y4B6	DCAF1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520351)
PO5F1_HUMAN	Q01860	POU5F1	YETS2_HUMAN	Q9ULM3	YEATS2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520353)
PO5F1_HUMAN	Q01860	POU5F1	YETS4_HUMAN	O95619	YEATS4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520354)
PO5F1_HUMAN	Q01860	POU5F1	ZBTB2_HUMAN	Q8N680	ZBTB2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520355)
PO5F1_HUMAN	Q01860	POU5F1	ZBT47_HUMAN	Q9UFB7	ZBTB47	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520356)
PO5F1_HUMAN	Q01860	POU5F1	ZGPAT_HUMAN	Q8N5A5	ZGPAT	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520357)
PO5F1_HUMAN	Q01860	POU5F1	ZIC2_HUMAN	O95409	ZIC2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520358)
PO5F1_HUMAN	Q01860	POU5F1	ZIC3_HUMAN	O60481	ZIC3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520359)
PO5F1_HUMAN	Q01860	POU5F1	ZIC5_HUMAN	Q96T25	ZIC5	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520360)
PO5F1_HUMAN	Q01860	POU5F1	ZN157_HUMAN	P51786	ZNF157	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520361)
PO5F1_HUMAN	Q01860	POU5F1	ZN467_HUMAN	Q7Z7K2	ZNF467	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520362)
PO5F1_HUMAN	Q01860	POU5F1	ZN865_HUMAN	P0CJ78	ZNF865	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520363)
PO5F1_HUMAN	Q01860	POU5F1	H32_HUMAN	Q71DI3	H3C15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520364)
PO5F1_HUMAN	Q01860	POU5F1	H32_HUMAN	Q71DI3	H3C15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520365)
PO5F1_HUMAN	Q01860	POU5F1	H32_HUMAN	Q71DI3	H3C15	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520366)
PO5F1_HUMAN	Q01860	POU5F1	SOX2_HUMAN	P48431	SOX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Xu, C. et al., 2013 (PMID:23539445)	BioGRID (Acc:1110785)
PO5F1_HUMAN	Q01860	POU5F1	SOX2_HUMAN	P48431	SOX2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520301)
PO5F1_HUMAN	Q01860	POU5F1	MBD3_HUMAN	O95983	MBD3	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520208)
PO5F1_HUMAN	Q01860	POU5F1	SETB1_HUMAN	Q15047	SETDB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Yuan, P. et al., 2009 (PMID:19884257)	BioGRID (Acc:465223)
PO5F1_HUMAN	Q01860	POU5F1	SETB1_HUMAN	Q15047	SETDB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Yuan, P. et al., 2009 (PMID:19884257)	BioGRID (Acc:465224)
PO5F1_HUMAN	Q01860	POU5F1	SALL4_HUMAN	Q9UJQ4	SALL4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Yang, J. et al., 2008 (PMID:19060217)	BioGRID (Acc:467575)
PO5F1_HUMAN	Q01860	POU5F1	SALL4_HUMAN	Q9UJQ4	SALL4	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Oliviero, G. et al., 2015 (PMID:26687479)	BioGRID (Acc:1520287)
PO5F1_HUMAN	Q01860	POU5F1	RING2_HUMAN	Q99496	RNF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Endoh, M. et al., 2008 (PMID:18339675)	BioGRID (Acc:50521)
PO5F1_HUMAN	Q01860	POU5F1	RING2_HUMAN	Q99496	RNF2	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Endoh, M. et al., 2008 (PMID:18339675)	BioGRID (Acc:505218)
PO5F1_HUMAN	Q01860	POU5F1	TIF1B_HUMAN	Q13263	TRIM28	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Seki, Y. et al., 2010 (PMID:20508149)	BioGRID (Acc:555832)
PO5F1_HUMAN	Q01860	POU5F1	TIF1B_HUMAN	Q13263	TRIM28	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Seki, Y. et al., 2010 (PMID:20508149)	BioGRID (Acc:555834)
PO5F1_HUMAN	Q01860	POU5F1	NR0B1_HUMAN	P51843	NR0B1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Sun, C. et al., 2009 (PMID:19528230)	BioGRID (Acc:560263)
PO5F1_HUMAN	Q01860	POU5F1	NR0B1_HUMAN	P51843	NR0B1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Sun, C. et al., 2009 (PMID:19528230)	BioGRID (Acc:560264)
PO5F1_HUMAN	Q01860	POU5F1	ZN281_HUMAN	Q9Y2X9	ZNF281	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Wang, ZX. et al., 2008 (PMID:18757296)	BioGRID (Acc:561287)
PO5F1_HUMAN	Q01860	POU5F1	ITCH_HUMAN	Q96J02	ITCH	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Liao, B. et al., 2013 (PMID:23255053)	BioGRID (Acc:811820)
PO5F1_HUMAN	Q01860	POU5F1	ITCH_HUMAN	Q96J02	ITCH	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Liao, B. et al., 2013 (PMID:23255053)	BioGRID (Acc:811821)
PO5F1_HUMAN	Q01860	POU5F1	CTNB1_HUMAN	P35222	CTNNB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Xu, C. et al., 2013 (PMID:23539445)	BioGRID (Acc:1110782)
PO5F1_HUMAN	Q01860	POU5F1	CTNB1_HUMAN	P35222	CTNNB1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Xu, C. et al., 2013 (PMID:23539445)	BioGRID (Acc:1110784)
PO5F1_HUMAN	Q01860	POU5F1	VE7_HPV16	P03129	E7	direct interaction (MI:0407)	anti bait coimmunoprecipitation (MI:0006)	Panayiotou, T. et al., 2020 (PMID:32298395)	Manual Entry
PO5F1_HUMAN	Q01860	POU5F1	RBBP7_HUMAN	Q16576	RBBP7	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Unpublished Data	Manual Entry
PO5F1_HUMAN	Q01860	POU5F1	MBD3_HUMAN	O95983	MBD3	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Unpublished Data	Manual Entry
PO5F1_HUMAN	Q01860	POU5F1	CHIP_HUMAN	Q9UNE7	STUB1	direct interaction (MI:0407)	coimmunoprecipitation (MI:0019)	Ying, Xu. et al., 2021 (PMID:33270330)	Manual Entry
PO5F1_MOUSE	P20263	POU5F1	H4_MOUSE	P62805	H4C1	direct interaction (MI:0407)	unspecified method (MI:0686)	Tan, Y. et al., 2013 (PMID:23798425)	BioGRID (Acc:1110781)
PO5F1_MOUSE	P20263	POU5F1	H31_MOUSE	P68431	H3C1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Tan, Y. et al., 2013 (PMID:23798425)	BioGRID (Acc:1110778)
PO5F1_MOUSE	P20263	POU5F1	H31_MOUSE	P68431	H3C1	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Tan, Y. et al., 2013 (PMID:23798425)	BioGRID (Acc:1110780)
PO5F1_MOUSE	P20263	POU5F1	EWS_MOUSE	Q01844	EWSR1	physical association (MI:0915)	two hybrid (MI:0018)	Lee, J. et al., 2005 (PMID:15917470)	IntAct (Acc:EBI-1606977)
PO5F1_MOUSE	P20263	POU5F1	EWS_MOUSE	Q01844	EWSR1	physical association (MI:0915)	two hybrid (MI:0018)	Lee, J. et al., 2005 (PMID:15917470)	IntAct (Acc:EBI-1607029)
PO5F1_MOUSE	P20263	POU5F1	MBD3_MOUSE	O95983	MBD3	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	KDM1A_MOUSE	O60341	KDM1A	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	HCFC1_MOUSE	P51610	HCFC1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	CTBP2_MOUSE	P56545	CTBP2	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	ZN219_MOUSE	Q9P2Y4	ZNF219	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	HDGF_MOUSE	P51858	HDGF	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	OGT1_MOUSE	O15294	OGT	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	ARI3B_MOUSE	Q8IVW6	ARID3B	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SALL1_MOUSE	Q9NSC2	SALL1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3132946)
PO5F1_MOUSE	P20263	POU5F1	SALL4_MOUSE	Q9UJQ4	SALL4	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	RCOR2_MOUSE	Q8IZ40	RCOR2	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SMRC1_MOUSE	Q92922	SMARCC1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SMCA4_MOUSE	P51532	SMARCA4	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	MTA3_MOUSE	Q9BTC8	MTA3	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	HDAC1_MOUSE	Q13547	HDAC1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3132946)
PO5F1_MOUSE	P20263	POU5F1	HDAC1_MOUSE	Q13547	HDAC1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3132946)
PO5F1_MOUSE	P20263	POU5F1	CHD4_MOUSE	Q14839	CHD4	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	MTA2_MOUSE	O94776	MTA2	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	MTA1_MOUSE	Q13330	MTA1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	KAT7_MOUSE	O95251	KAT7	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3132946)
PO5F1_MOUSE	P20263	POU5F1	KAT7_MOUSE	O95251	KAT7	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	ZBT10_MOUSE	Q96DT7	ZBTB10	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	ZN513_MOUSE	Q8N8E2	ZNF513	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	ZN217_MOUSE	O75362	ZNF217	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	ZBT43_MOUSE	O43298	ZBTB43	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	XRCC6_MOUSE	P12956	XRCC6	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	XRCC1_MOUSE	P18887	XRCC1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	TTF2_MOUSE	Q9UNY4	TTF2	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	TIF1A_MOUSE	O15164	TRIM24	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	TFEB_MOUSE	P19484	TFEB	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SP16H_MOUSE	Q9Y5B9	SUPT16H	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SP1_MOUSE	P08047	SP1	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
PO5F1_MOUSE	P20263	POU5F1	SMCA5_MOUSE	O60264	SMARCA5	association (MI:0914)	tandem affinity purification (MI:0676)	Pardo, M. et al., 2010 (PMID:20362542)	IntAct (Acc:EBI-3043810)
