ProteinA	UniProtID_A	GeneName_A	ProteinB	UniProtID_B	GeneName_B	MethodType	Method	Publication	Source
VE7_HPV6B	P06464	E7	ABHDA_HUMAN	Q9NUJ1	ABHD10	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	TEFM_HUMAN	Q96QE5	TEFM	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	SYSM_HUMAN	Q9NP81	SARS2	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	MGST1_HUMAN	P10620	MGST1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	PTN14_HUMAN	Q15678	PTPN14	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	UBP28_HUMAN	Q96RU2	USP28	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	E2F4_HUMAN	Q16254	E2F4	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	RBL1_HUMAN	P28749	RBL1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	CAH8_HUMAN	P35219	CA8	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738120)
VE7_HPV08	P06430	E7	PHC2_HUMAN	Q8IXK0	PHC2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738125)
VE7_HPV08	P06430	E7	ELF1_HUMAN	P32519	ELF1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738130)
VE7_HPV08	P06430	E7	ERG_HUMAN	P11308	ERG	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738135)
VE7_HPV08	P06430	E7	HNRPK_HUMAN	P61978	HNRNPK	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738151)
VE7_HPV08	P06430	E7	MEOX2_HUMAN	P50222	MEOX2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738156)
VE7_HPV08	P06430	E7	MFAP1_HUMAN	P55081	MFAP1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738161)
VE7_HPV08	P06430	E7	NFL_HUMAN	P07196	NEFL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738166)
VE7_HPV08	P06430	E7	RBM4_HUMAN	Q9BWF3	RBM4	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738171)
VE7_HPV08	P06430	E7	REL_HUMAN	Q04864	REL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738176)
VE7_HPV08	P06430	E7	USF1_HUMAN	P22415	USF1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738181)
VE7_HPV08	P06430	E7	RPAC1_HUMAN	O15160	POLR1C	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738186)
VE7_HPV08	P06430	E7	USH1C_HUMAN	Q9Y6N9	USH1C	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738191)
VE7_HPV08	P06430	E7	WDR5_HUMAN	P61964	WDR5	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738196)
VE7_HPV08	P06430	E7	AKA10_HUMAN	O43572	AKAP10	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738201)
VE7_HPV08	P06430	E7	RGAP1_HUMAN	Q9H0H5	RACGAP1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738206)
VE7_HPV08	P06430	E7	RS27L_HUMAN	Q71UM5	RPS27L	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738211)
VE7_HPV08	P06430	E7	MBIP1_HUMAN	Q9NS73	MBIP	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738216)
VE7_HPV08	P06430	E7	HDAC7_HUMAN	Q8WUI4	HDAC7	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738221)
VE7_HPV08	P06430	E7	TASO2_HUMAN	Q5VWN6	TASOR2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738226)
VE7_HPV08	P06430	E7	NTAQ1_HUMAN	Q96HA8	NTAQ1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738231)
VE7_HPV08	P06430	E7	BIN3_HUMAN	Q9NQY0	BIN3	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738236)
VE7_HPV08	P06430	E7	STALP_HUMAN	Q96FJ0	STAMBPL1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738241)
VE7_HPV08	P06430	E7	CE126_HUMAN	Q9P2H0	CEP126	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738246)
VE7_HPV08	P06430	E7	CEP44_HUMAN	Q9C0F1	CEP44	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738251)
VE7_HPV08	P06430	E7	PAR6B_HUMAN	Q9BYG5	PARD6B	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738256)
VE7_HPV08	P06430	E7	GLYR1_HUMAN	Q49A26	GLYR1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738261)
VE7_HPV08	P06430	E7	LNX1_HUMAN	Q8TBB1	LNX1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738266)
VE7_HPV08	P06430	E7	EAF1_HUMAN	Q96JC9	EAF1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738271)
VE7_HPV08	P06430	E7	GTPBA_HUMAN	A4D1E9	GTPBP10	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738276)
VE7_HPV08	P06430	E7	TSR2_HUMAN	Q969E8	TSR2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738281)
VE7_HPV08	P06430	E7	MR1L1_HUMAN	Q96HT8	MRFAP1L1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738286)
VE7_HPV08	P06430	E7	ZN417_HUMAN	Q8TAU3	ZNF417	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738296)
VE7_HPV08	P06430	E7	BEND7_HUMAN	Q8N7W2	BEND7	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738301)
VE7_HPV08	P06430	E7	LNX2_HUMAN	Q8N448	LNX2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738306)
VE7_HPV08	P06430	E7	GABP2_HUMAN	Q8TAK5	GABPB2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11738291)
VE7_HPV08	P06430	E7	WWC2_HUMAN	Q6AWC2	WWC2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	VKOR1_HUMAN	Q9BQB6	VKORC1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	SQOR_HUMAN	Q9Y6N5	SQOR	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	RBL1_HUMAN	P28749	RBL1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	RB_HUMAN	P06400	RB1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	CAVN1_HUMAN	Q6NZI2	CAVIN1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	PTN21_HUMAN	Q16825	PTPN21	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	PTN14_HUMAN	Q15678	PTPN14	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	PDLI7_HUMAN	Q9NR12	PDLIM7	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	MAP4_HUMAN	P27816	MAP4	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	LYOX_HUMAN	P28300	LOX	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	KCMF1_HUMAN	Q9P0J7	KCMF1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	COPA_HUMAN	P53621	COPA	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566)
VE7_HPV08	P06430	E7	CN37_HUMAN	P09543	CNP	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722566) 
VE7_HPV08	P06430	E7	RB_HUMAN	P06400	RB1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	PTN14_HUMAN	Q15678	PTPN14	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	F184A_HUMAN	Q8NB25	FAM184A	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	MTAP2_HUMAN	P11137	MAP2	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	RBL1_HUMAN	P28749	RBL1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	KCMF1_HUMAN	Q9P0J7	KCMF1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV08	P06430	E7	VE7_HPV16	P03129	E7	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV11	P04020	E7	CLK2_HUMAN	P49760	CLK2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736826)
VE7_HPV11	P04020	E7	ERG_HUMAN	P11308	ERG	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736831)
VE7_HPV11	P04020	E7	FOSL2_HUMAN	P15408	FOSL2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736836)
VE7_HPV11	P04020	E7	NFL_HUMAN	P07196	NEFL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736841)
VE7_HPV11	P04020	E7	PAK2_HUMAN	Q13177	PAK2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736846)
VE7_HPV11	P04020	E7	MP2K3_HUMAN	P46734	MAP2K3	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736851)
VE7_HPV11	P04020	E7	REL_HUMAN	Q04864	REL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736856)
VE7_HPV11	P04020	E7	TAF9_HUMAN	Q16594	TAF9	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736861)
VE7_HPV11	P04020	E7	P73_HUMAN	O15350	TP73	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736866)
VE7_HPV11	P04020	E7	TCPG_HUMAN	P49368	CCT3	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736871)
VE7_HPV11	P04020	E7	ZBT16_HUMAN	Q05516	ZBTB16	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736876)
VE7_HPV11	P04020	E7	ZN207_HUMAN	O43670	ZNF207	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736881)
VE7_HPV11	P04020	E7	MAGD1_HUMAN	Q9Y5V3	MAGED1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736886)
VE7_HPV11	P04020	E7	USH1C_HUMAN	Q9Y6N9	USH1C	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736891)
VE7_HPV11	P04020	E7	PAK4_HUMAN	O96013	PAK4	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736896)
VE7_HPV11	P04020	E7	TAF6L_HUMAN	Q9Y6J9	TAF6L	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736901)
VE7_HPV11	P04020	E7	IKZF3_HUMAN	Q9UKT9	IKZF3	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736906)
VE7_HPV11	P04020	E7	PRP31_HUMAN	Q8WWY3	PRPF31	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736916)
VE7_HPV11	P04020	E7	RGAP1_HUMAN	Q9H0H5	RACGAP1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736921)
VE7_HPV11	P04020	E7	NTAQ1_HUMAN	Q96HA8	NTAQ1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736926)
VE7_HPV11	P04020	E7	F90A1_HUMAN	Q86YD7	FAM90A1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736931)
VE7_HPV11	P04020	E7	YJU2_HUMAN	Q9BW85	YJU2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736936)
VE7_HPV11	P04020	E7	LST8_HUMAN	Q9BVC4	MLST8	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736941)
VE7_HPV11	P04020	E7	GMCL1_HUMAN	Q96IK5	GMCL1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736946)
VE7_HPV11	P04020	E7	CEP44_HUMAN	Q9C0F1	CEP44	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736951)
VE7_HPV11	P04020	E7	LAS1L_HUMAN	Q9Y4W2	LAS1L	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736956)
VE7_HPV11	P04020	E7	F136A_HUMAN	Q96C01	FAM136A	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736961)
VE7_HPV11	P04020	E7	POGZ_HUMAN	Q7Z3K3	POGZ	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11736911)
VE7_HPV11	P04020	E7	IRF1_HUMAN	P10914	IRF1	physical association (MI:0915)	two hybrid (MI:0018)	Park, JS. et al., 2000 (PMID:10702232)	IntAct (Acc:EBI-7206736)
VE7_HPV11	P04020	E7	MYC_HUMAN	P01106	MYC	physical association (MI:0915)	two hybrid (MI:0018)	Wang, YW. et al., 2007 (PMID:17070091)	IntAct (Acc:EBI-7063620)
VE7_HPV11	P04020	E7	KPYM_HUMAN	P14618	PKM	physical association (MI:0915)	two hybrid (MI:0018)	Zwerschke, W. et al., 1999 (PMID:9990017 )	IntAct (Acc:EBI-8669808)
VE7_HPV11	P04020	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	TFDP1_HUMAN	Q14186	TFDP1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	SQOR_HUMAN	Q9Y6N5	SQOR	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	SYSM_HUMAN	Q9NP81	SARS2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	RBL1_HUMAN	P28749	RBL1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	RB_HUMAN	P06400	RB1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	PTN21_HUMAN	Q16825	PTPN21	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	MAP4_HUMAN	P27816	MAP4	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	KCMF1_HUMAN	Q9P0J7	KCMF1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	COPA_HUMAN	P53621	COPA	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	ACOT9_HUMAN	Q9Y305	ACOT9	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11722455)
VE7_HPV11	P04020	E7	E2F1_HUMAN	Q01094	E2F1	direct interaction (MI:0407)	pull down (MI:0096)	Hwang, SG. et al., 2002 (PMID:11713253)	IntAct (Acc:EBI-8040100)
VE7_HPV11	P04020	E7	PP2AA_HUMAN	P67775	PPP2CA	physical association (MI:0915)	pull down (MI:0096)	Pim, D. et al., 2005 (PMID:16044149)	IntAct (Acc:EBI-7699882)
VE7_HPV11	P04020	E7	2AAA_HUMAN	P30153	PPP2R1A	physical association (MI:0915)	pull down (MI:0096)	Pim, D. et al., 2005 (PMID:16044149)	IntAct (Acc:EBI-7699897)
VE7_HPV11	P04020	E7	MYC_HUMAN	P01106	MYC	physical association (MI:0915)	pull down (MI:0096)	Wang, YW. et al., 2007 (PMID:17070091)	IntAct (Acc:EBI-7063737)
VE7_HPV11	P04020	E7	KPYM_HUMAN	P14618	PKM	direct interaction (MI:0407)	pull down (MI:0096)	Zwerschke, W. et al., 1999 (PMID:9990017)	IntAct (Acc:EBI-8669738)
VE7_HPV11	P04020	E7	EP300_HUMAN	Q09472	EP300	direct interaction (MI:0407)	pull down (MI:0096)	Bernat, A. et al., 2003 (PMID:12970734 )	IntAct (Acc:EBI-7005270)
VE7_HPV11	P04020	E7	RB_HUMAN	P06400	RB1	direct interaction (MI:0407)	competition binding (MI:0405)	Chemes, LB. et al., 2010 (PMID:20088881)	IntAct (Acc:EBI-7755575)
VE7_HPV11	P04020	E7	UBR4_HUMAN	Q5T4S7	UBR4	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Huh, KW. et al., 2005 (PMID:16061792)	IntAct (Acc:EBI-7727615)
VE7_HPV11	P04020	E7	RB_HUMAN	P06400	RB1	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Huh, KW. et al., 2005 (PMID:16061792)	IntAct (Acc:EBI-7727684)
VE7_HPV11	P04020	E7	PP2AA_HUMAN	P67775	PPP2CA	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pim, D. et al., 2005 (PMID:16044149)	IntAct (Acc:EBI-7699969)
VE7_HPV11	P04020	E7	2AAA_HUMAN	P30153	PPP2R1A	physical association (MI:0915)	affinity chromatography technology (MI:0004)	Pim, D. et al., 2005 (PMID:16044149)	IntAct (Acc:EBI-7699984)
VE7_HPV11	P04020	E7	TAP1_HUMAN	Q03518	TAP1	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Vambutas. et al., 2001 (PMID:11580231)	Manual Entry
VE7_HPV11	P04020	E7	IF16_HUMAN	Q16666	IFI16	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Yinjing Song. et al., 2020 (PMID:33061806)	Manual Entry
VE7_HPV11	P04020	E7	IF16_HUMAN	Q16666	IFI16	association (MI:0914)	detection by mass spectrometry (MI:0943)	Yinjing Song. et al., 2020 (PMID:33061806)	Manual Entry
VE7_HPV11	P04020	E7	RO52_HUMAN	P19474	TRIM21	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Yinjing Song. et al., 2020 (PMID:33061806)	Manual Entry
VE7_HPV11	P04020	E7	RO52_HUMAN	P19474	TRIM21	association (MI:0914)	detection by mass spectrometry (MI:0943)	Yinjing Song. et al., 2020 (PMID:33061806)	Manual Entry
VE7_HPV11	P04020	E7	CDK8_HUMAN	P49336	CDK8	association (MI:0914)	anti tag coimmunoprecipitation (MI:0007)	Sadie Rice. Et al., 2020 (PMID:32183180)	Manual Entry
